jeg3tw,jeg3tw,10,10
jeg3tw,jeg3tw,10,10
jeg3tw,jeg3tw,10,10
jeg3tw,jeg3tw,10,10
jeg3tw,jeg3tw,10,10
jeg3tw,jeg3tw,10,10
jeg3tw,jeg3tw,10,10
jeg3tw,jeg3tw,10,10
jeg3tw,jeg3tw,Runtime Error,Runtime Error
jeg3tw,jeg3tw,Runtime Error,Runtime Error
jeg3tw,jeg3tw,80,80
jeg3tw,lca8de,2,8
jeg3tw,lca8de,2,8
jeg3tw,lca8de,2,8
jeg3tw,lca8de,2,8
jeg3tw,lca8de,2,8
jeg3tw,lca8de,2,8
jeg3tw,lca8de,2,8
jeg3tw,lca8de,2,8
jeg3tw,lca8de,Runtime Error,Runtime Error
jeg3tw,lca8de,Runtime Error,Runtime Error
jeg3tw,lca8de,16,64
lca8de,jeg3tw,10,10
lca8de,jeg3tw,10,10
lca8de,jeg3tw,10,10
lca8de,jeg3tw,10,10
lca8de,jeg3tw,10,10
lca8de,jeg3tw,10,10
lca8de,jeg3tw,10,10
lca8de,jeg3tw,10,10
lca8de,jeg3tw,Runtime Error,Runtime Error
lca8de,jeg3tw,Runtime Error,Runtime Error
lca8de,jeg3tw,80,80
lca8de,lca8de,2,8
lca8de,lca8de,2,8
lca8de,lca8de,2,8
lca8de,lca8de,2,8
lca8de,lca8de,2,8
lca8de,lca8de,2,8
lca8de,lca8de,2,8
lca8de,lca8de,2,8
lca8de,lca8de,Runtime Error,Runtime Error
lca8de,lca8de,Runtime Error,Runtime Error
lca8de,lca8de,16,64
